"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] AlbumTitleComparatorLevenshteinLowerCase record1Value","[0] AlbumTitleComparatorLevenshteinLowerCase record2Value","[0] AlbumTitleComparatorLevenshteinLowerCase record1PreprocessedValue","[0] AlbumTitleComparatorLevenshteinLowerCase record2PreprocessedValue","[0] AlbumTitleComparatorLevenshteinLowerCase similarity","[0] AlbumTitleComparatorLevenshteinLowerCase postproccesedSimilarity","[1] AlbumTotalTracksComparatorDeviationSimilarity record1Value","[1] AlbumTotalTracksComparatorDeviationSimilarity record2Value","[1] AlbumTotalTracksComparatorDeviationSimilarity record1PreprocessedValue","[1] AlbumTotalTracksComparatorDeviationSimilarity record2PreprocessedValue","[1] AlbumTotalTracksComparatorDeviationSimilarity similarity","[1] AlbumTotalTracksComparatorDeviationSimilarity postproccesedSimilarity","[2] AlbumTotalTracksComparatorAbsoluteDifferenceSimilarity record1Value","[2] AlbumTotalTracksComparatorAbsoluteDifferenceSimilarity record2Value","[2] AlbumTotalTracksComparatorAbsoluteDifferenceSimilarity record1PreprocessedValue","[2] AlbumTotalTracksComparatorAbsoluteDifferenceSimilarity record2PreprocessedValue","[2] AlbumTotalTracksComparatorAbsoluteDifferenceSimilarity similarity","[2] AlbumTotalTracksComparatorAbsoluteDifferenceSimilarity postproccesedSimilarity","[3] AlbumDurationComparatorAbsoluteDifferenceSimilarity record1Value","[3] AlbumDurationComparatorAbsoluteDifferenceSimilarity record2Value","[3] AlbumDurationComparatorAbsoluteDifferenceSimilarity record1PreprocessedValue","[3] AlbumDurationComparatorAbsoluteDifferenceSimilarity record2PreprocessedValue","[3] AlbumDurationComparatorAbsoluteDifferenceSimilarity similarity","[3] AlbumDurationComparatorAbsoluteDifferenceSimilarity postproccesedSimilarity"
"LinearCombinationMatchingRule","WDC_19537","spy_8442","0.2222222222222222",,"sorrento","southside","sorrento","southside","0.2222222222222222","0.2222222222222222","10.0",,"10.0",,"0.1","0.0","10.0",,"10.0",,"0.19999999999999996","0.0","1782.0",,"1782.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_19733","spy_19870","0.4027777777777778",,"the best of chicago, 40th anniversary edition","the best of kenny rogers: 20th century masters the millennium collection","the best of chicago, 40th anniversary edition","the best of kenny rogers: 20th century masters the millennium collection","0.4027777777777778","0.4027777777777778","10.0",,"10.0",,"0.16129032258064516","0.0","10.0",,"10.0",,"0.0","0.0","2078.0",,"2078.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_29411","spy_643","0.4545454545454546",,"veckatimest","vermisst","veckatimest","vermisst","0.4545454545454546","0.4545454545454546","10.0",,"10.0",,"0.4166666666666667","0.0","10.0",,"10.0",,"0.8","0.0","2043.0",,"2043.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_7848","spy_13618","1.0",,"best of","best of","best of","best of","1.0","1.0","10.0",,"10.0",,"0.15","0.0","10.0",,"10.0",,"0.30000000000000004","0.0","2420.0",,"2420.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_32178","spy_12153","0.2727272727272727",,"celebration","centered","celebration","centered","0.2727272727272727","0.2727272727272727","10.0",,"10.0",,"0.3125","0.0","10.0",,"10.0",,"0.4","0.0","1671.0",,"1671.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_2599","spy_1425","0.2857142857142857",,"incurso","ingat","incurso","ingat","0.2857142857142857","0.2857142857142857","10.0",,"10.0",,"0.45","0.0","10.0",,"10.0",,"0.9","0.0","2160.0",,"2160.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_13204","spy_5138","0.5",,"paradise","para","paradise","para","0.5","0.5","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2246.0",,"2246.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_29746","spy_1715","0.30000000000000004",,"saladin","sacamostro","saladin","sacamostro","0.30000000000000004","0.30000000000000004","10.0",,"10.0",,"0.2","0.0","10.0",,"10.0",,"0.4","0.0","2118.0",,"2118.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_37300","spy_17276","0.5",,"monster","montecarlo","monster","montecarlo","0.5","0.5","10.0",,"10.0",,"0.35714285714285715","0.0","10.0",,"10.0",,"0.6","0.0","1679.0",,"1679.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_42930","spy_3698","0.5",,"stages","stay","stages","stay","0.5","0.5","10.0",,"10.0",,"0.38461538461538464","0.0","10.0",,"10.0",,"0.7","0.0","1920.0",,"1920.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_16561","spy_13048","1.0",,"the greatest hits","the greatest hits","the greatest hits","the greatest hits","1.0","1.0","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","2384.0",,"2384.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_35918","spy_2076","0.19999999999999996",,"heroes","heyecandan","heroes","heyecandan","0.19999999999999996","0.19999999999999996","4.0",,"4.0",,"0.2222222222222222","0.0","4.0",,"4.0",,"0.5","0.0","611.0",,"611.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_27966","spy_2845","0.5454545454545454",,"nightingale","nicotine","nightingale","nicotine","0.5454545454545454","0.5454545454545454","10.0",,"10.0",,"0.2","0.0","10.0",,"10.0",,"0.4","0.0","1709.0",,"1709.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_27551","spy_2904","0.25",,"headquarters","hemen","headquarters","hemen","0.25","0.25","10.0",,"10.0",,"0.38461538461538464","0.0","10.0",,"10.0",,"0.7","0.0","2102.0",,"2102.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_11517","spy_18174","0.4285714285714286",,"shining","shakira","shining","shakira","0.4285714285714286","0.4285714285714286","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2009.0",,"2009.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_35117","spy_17653","0.2857142857142857",,"headway","hello","headway","hello","0.2857142857142857","0.2857142857142857","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2000.0",,"2000.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_38118","spy_7036","0.5",,"remixes","reckless","remixes","reckless","0.5","0.5","10.0",,"10.0",,"0.38461538461538464","0.0","10.0",,"10.0",,"0.7","0.0","2320.0",,"2320.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_31880","spy_17483","0.4285714285714286",,"lo/hi","lowlife","lo/hi","lowlife","0.4285714285714286","0.4285714285714286","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2014.0",,"2014.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_3363","spy_8380","0.5",,"life","listen","life","listen","0.5","0.5","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2044.0",,"2044.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_20338","spy_5795","0.7777777777777778",,"the girl","that girl","the girl","that girl","0.7777777777777778","0.7777777777777778","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","1931.0",,"1931.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_7822","spy_10102","0.25",,"sissel","sigurado","sissel","sigurado","0.25","0.25","10.0",,"10.0",,"0.4166666666666667","0.0","10.0",,"10.0",,"0.8","0.0","2316.0",,"2316.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_39934","spy_18166","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0","10.0",,"10.0",,"0.3125","0.0","10.0",,"10.0",,"0.4","0.0","2494.0",,"2494.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_37343","spy_18138","0.5",,"hero","helg","hero","helg","0.5","0.5","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2066.0",,"2066.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_30797","spy_3470","0.4",,"perception","perjalanan","perception","perjalanan","0.4","0.4","10.0",,"10.0",,"0.15","0.0","10.0",,"10.0",,"0.30000000000000004","0.0","2490.0",,"2490.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_43867","spy_11624","0.375",,"caliente","cashmere","caliente","cashmere","0.375","0.375","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","1638.0",,"1638.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_44361","spy_9287","0.2222222222222222",,"prisoners","produkt47","prisoners","produkt47","0.2222222222222222","0.2222222222222222","10.0",,"10.0",,"0.1","0.0","10.0",,"10.0",,"0.19999999999999996","0.0","1573.0",,"1573.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_13674","spy_4501","1.0",,"fly me to the moon","fly me to the moon","fly me to the moon","fly me to the moon","1.0","1.0","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","1578.0",,"1578.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_11517","spy_18171","0.5714285714285714",,"shining","shine","shining","shine","0.5714285714285714","0.5714285714285714","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2206.0",,"2206.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_40725","spy_6571","0.5",,"enemmän","enemigos","enemmän","enemigos","0.5","0.5","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2427.0",,"2427.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_39643","spy_1143","0.36363636363636365",,"morningwood","moonlight","morningwood","moonlight","0.36363636363636365","0.36363636363636365","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","1668.0",,"1668.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_31342","spy_17199","0.4444444444444444",,"sovereign","sorrento","sovereign","sorrento","0.4444444444444444","0.4444444444444444","10.0",,"10.0",,"0.4166666666666667","0.0","10.0",,"10.0",,"0.8","0.0","1234.0",,"1234.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_31974","spy_2037","0.375",,"believer","beef","believer","beef","0.375","0.375","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","1955.0",,"1955.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_27225","spy_7788","0.25",,"paradise","patán","paradise","patán","0.25","0.25","10.0",,"10.0",,"0.2","0.0","10.0",,"10.0",,"0.0","0.0","3222.0",,"3222.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_15953","spy_10240","0.2857142857142857",,"cochise","colours","cochise","colours","0.2857142857142857","0.2857142857142857","10.0",,"10.0",,"0.1","0.0","10.0",,"10.0",,"0.19999999999999996","0.0","2188.0",,"2188.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_17183","spy_13104","0.2727272727272727",,"buncombe","bu-ikikaesu","buncombe","bu-ikikaesu","0.2727272727272727","0.2727272727272727","10.0",,"10.0",,"0.1","0.0","10.0",,"10.0",,"0.19999999999999996","0.0","2342.0",,"2342.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_17183","spy_13105","0.2727272727272727",,"buncombe","butterflies","buncombe","butterflies","0.2727272727272727","0.2727272727272727","10.0",,"10.0",,"0.1","0.0","10.0",,"10.0",,"0.19999999999999996","0.0","1515.0",,"1515.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_3974","spy_5757","1.5",,"vehicle","verified","vehicle","verified","0.5","0.5","10.0",,"10.0",,"1.0","1.0","10.0",,"10.0",,"1.0","1.0","1385.0",,"1385.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_20529","spy_17659","1.75",,"moon","mood","moon","mood","0.75","0.75","10.0",,"10.0",,"1.0","1.0","10.0",,"10.0",,"1.0","1.0","1787.0",,"1787.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_25606","spy_8845","0.25",,"stripped","stars","stripped","stars","0.25","0.25","10.0",,"10.0",,"0.3","0.0","10.0",,"10.0",,"0.6","0.0","1840.0",,"1840.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_2487","spy_11430","0.4545454545454546",,"everlasting","evergreen","everlasting","evergreen","0.4545454545454546","0.4545454545454546","10.0",,"10.0",,"0.4166666666666667","0.0","10.0",,"10.0",,"0.8","0.0","2695.0",,"2695.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_6991","spy_9831","0.5",,"four","foam","four","foam","0.5","0.5","10.0",,"10.0",,"0.4166666666666667","0.0","10.0",,"10.0",,"0.8","0.0","1885.0",,"1885.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_13204","spy_6476","0.375",,"paradise","papier","paradise","papier","0.375","0.375","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2129.0",,"2129.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_25279","spy_17158","0.44897959183673475",,"the very best of the beach boys: sounds of summer","the very best of ben e. king","the very best of the beach boys: sounds of summer","the very best of ben e. king","0.44897959183673475","0.44897959183673475","10.0",,"10.0",,"0.16666666666666666","0.0","10.0",,"10.0",,"0.0","0.0","1587.0",,"1587.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_30988","spy_16176","0.25",,"brooklyn","bring","brooklyn","bring","0.25","0.25","10.0",,"10.0",,"0.38461538461538464","0.0","10.0",,"10.0",,"0.7","0.0","2208.0",,"2208.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_9493","spy_10196","0.4444444444444444",,"lovely","lovebites","lovely","lovebites","0.4444444444444444","0.4444444444444444","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2485.0",,"2485.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_41227","spy_8425","0.4444444444444444",,"something","sommeil","something","sommeil","0.4444444444444444","0.4444444444444444","10.0",,"10.0",,"0.25","0.0","10.0",,"10.0",,"0.5","0.0","1771.0",,"1771.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_11277","spy_4082","0.5",,"in","inna","in","inna","0.5","0.5","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","1843.0",,"1843.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_37857","spy_19999","0.30000000000000004",,"aurora","automático","aurora","automático","0.30000000000000004","0.30000000000000004","10.0",,"10.0",,"0.4166666666666667","0.0","10.0",,"10.0",,"0.8","0.0","1804.0",,"1804.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_39978","spy_7231","0.33333333333333337",,"hello","heaven","hello","heaven","0.33333333333333337","0.33333333333333337","10.0",,"10.0",,"0.4166666666666667","0.0","10.0",,"10.0",,"0.8","0.0","1863.0",,"1863.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_42384","spy_9255","0.4285714285714286",,"pire","piedras","pire","piedras","0.4285714285714286","0.4285714285714286","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2207.0",,"2207.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_30971","spy_4244","0.875",,"contact","contacto","contact","contacto","0.875","0.875","10.0",,"10.0",,"0.15625","0.0","10.0",,"10.0",,"0.0","0.0","1821.0",,"1821.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_73","spy_15048","0.4",,"understand","unstable","understand","unstable","0.4","0.4","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","1754.0",,"1754.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_34102","spy_8658","0.2857142857142857",,"subject","surf","subject","surf","0.2857142857142857","0.2857142857142857","10.0",,"10.0",,"0.3125","0.0","10.0",,"10.0",,"0.4","0.0","1784.0",,"1784.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_15062","spy_13932","0.2222222222222222",,"attention","atypowy","attention","atypowy","0.2222222222222222","0.2222222222222222","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","2032.0",,"2032.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_28672","spy_15130","0.30000000000000004",,"surrender","summertime","surrender","summertime","0.30000000000000004","0.30000000000000004","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","1908.0",,"1908.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_28579","spy_16619","0.25",,"loophole","loud","loophole","loud","0.25","0.25","10.0",,"10.0",,"0.2","0.0","10.0",,"10.0",,"0.4","0.0","2231.0",,"2231.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_16063","spy_7742","0.5",,"determinus","detroit","determinus","detroit","0.5","0.5","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","2220.0",,"2220.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_43292","spy_6220","0.2857142857142857",,"magnets","mary","magnets","mary","0.2857142857142857","0.2857142857142857","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","1957.0",,"1957.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_4859","spy_4994","0.19999999999999996",,"divebomber","disfruto","divebomber","disfruto","0.19999999999999996","0.19999999999999996","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","1687.0",,"1687.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_25104","spy_16519","0.23076923076923073",,"nightlight","nieśmiertelni","nightlight","nieśmiertelni","0.23076923076923073","0.23076923076923073","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2421.0",,"2421.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_1953","spy_2913","0.19999999999999996",,"christmas","chandelier","christmas","chandelier","0.19999999999999996","0.19999999999999996","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","1891.0",,"1891.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_15653","spy_9590","0.25",,"memorial","mercury","memorial","mercury","0.25","0.25","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","1882.0",,"1882.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_21051","spy_13390","0.33333333333333337",,"alive","alchemaya","alive","alchemaya","0.33333333333333337","0.33333333333333337","10.0",,"10.0",,"0.3333333333333333","0.0","10.0",,"10.0",,"0.5","0.0","2234.0",,"2234.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_30296","spy_3811","0.19999999999999996",,"bang","bailoteame","bang","bailoteame","0.19999999999999996","0.19999999999999996","4.0",,"4.0",,"0.2","0.0","4.0",,"4.0",,"0.4","0.0","689.0",,"689.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_29349","spy_5272","0.30000000000000004",,"superbuick","sunkissing","superbuick","sunkissing","0.30000000000000004","0.30000000000000004","3.0",,"3.0",,"0.13636363636363635","0.0","3.0",,"3.0",,"0.19999999999999996","0.0","521.0",,"521.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_41432","spy_1549","0.4",,"alive","aló!","alive","aló!","0.4","0.4","10.0",,"10.0",,"0.15","0.0","10.0",,"10.0",,"0.30000000000000004","0.0","1870.0",,"1870.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_10031","spy_2063","0.30000000000000004",,"metropolis","mela!","metropolis","mela!","0.30000000000000004","0.30000000000000004","10.0",,"10.0",,"0.45","0.0","10.0",,"10.0",,"0.9","0.0","2103.0",,"2103.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_9140","spy_1655","0.4285714285714286",,"calypso","cash","calypso","cash","0.4285714285714286","0.4285714285714286","10.0",,"10.0",,"0.3333333333333333","0.0","10.0",,"10.0",,"0.5","0.0","1825.0",,"1825.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_22769","spy_7540","1.2857142857142856",,"anotimp","animals","anotimp","animals","0.2857142857142857","0.2857142857142857","10.0",,"10.0",,"1.0","1.0","10.0",,"10.0",,"1.0","1.0","2696.0",,"2696.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_35626","spy_3968","0.5",,"movement","movie","movement","movie","0.5","0.5","10.0",,"10.0",,"0.15","0.0","10.0",,"10.0",,"0.30000000000000004","0.0","2130.0",,"2130.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_21324","spy_645","0.23076923076923073",,"blindfold","blockpanorama","blindfold","blockpanorama","0.23076923076923073","0.23076923076923073","9.0",,"9.0",,"0.05555555555555555","0.0","9.0",,"9.0",,"0.19999999999999996","0.0","1556.0",,"1556.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_8386","spy_8051","0.4285714285714286",,"sailing","salsa","sailing","salsa","0.4285714285714286","0.4285714285714286","10.0",,"10.0",,"0.45454545454545453","0.0","10.0",,"10.0",,"0.9","0.0","2830.0",,"2830.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_38941","spy_17740","0.16666666666666663",,"dizstruxshon","diavla","dizstruxshon","diavla","0.16666666666666663","0.16666666666666663","10.0",,"10.0",,"0.1","0.0","10.0",,"10.0",,"0.19999999999999996","0.0","1904.0",,"1904.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_24966","spy_18138","1.2222222222222223",,"heartwork","helg","heartwork","helg","0.2222222222222222","0.2222222222222222","10.0",,"10.0",,"1.0","1.0","10.0",,"10.0",,"1.0","1.0","2066.0",,"2066.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_11878","spy_8002","0.375",,"passarim","party","passarim","party","0.375","0.375","10.0",,"10.0",,"0.38461538461538464","0.0","10.0",,"10.0",,"0.7","0.0","1893.0",,"1893.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_11166","spy_2160","0.30000000000000004",,"motivation","moonshine","motivation","moonshine","0.30000000000000004","0.30000000000000004","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2066.0",,"2066.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_40148","spy_1794","0.375",,"sandmann","samba","sandmann","samba","0.375","0.375","10.0",,"10.0",,"0.1","0.0","10.0",,"10.0",,"0.19999999999999996","0.0","1888.0",,"1888.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_6026","spy_6220","0.30000000000000004",,"maxinquaye","mary","maxinquaye","mary","0.30000000000000004","0.30000000000000004","10.0",,"10.0",,"0.4166666666666667","0.0","10.0",,"10.0",,"0.8","0.0","1957.0",,"1957.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_36666","spy_18380","0.33333333333333337",,"go!","gossip","go!","gossip","0.33333333333333337","0.33333333333333337","10.0",,"10.0",,"0.3","0.0","10.0",,"10.0",,"0.6","0.0","2005.0",,"2005.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_25456","spy_9507","0.2222222222222222",,"babilonia","bad","babilonia","bad","0.2222222222222222","0.2222222222222222","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2370.0",,"2370.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_13694","spy_6323","0.2857142857142857",,"delilah","decode","delilah","decode","0.2857142857142857","0.2857142857142857","10.0",,"10.0",,"0.4166666666666667","0.0","10.0",,"10.0",,"0.8","0.0","1699.0",,"1699.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_19874","spy_13353","0.3928571428571429",,"last of the street survivors","law of the jungle","last of the street survivors","law of the jungle","0.3928571428571429","0.3928571428571429","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2024.0",,"2024.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_40131","spy_9836","0.375",,"captured","canette","captured","canette","0.375","0.375","10.0",,"10.0",,"0.3333333333333333","0.0","10.0",,"10.0",,"0.5","0.0","2276.0",,"2276.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_43369","spy_18965","0.375",,"serenity","selfish","serenity","selfish","0.375","0.375","10.0",,"10.0",,"0.35714285714285715","0.0","10.0",,"10.0",,"0.6","0.0","2400.0",,"2400.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_2774","spy_16654","0.2857142857142857",,"maureen","mawz","maureen","mawz","0.2857142857142857","0.2857142857142857","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","1966.0",,"1966.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_31343","spy_4907","0.33333333333333337",,"fairlight","facia","fairlight","facia","0.33333333333333337","0.33333333333333337","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","1353.0",,"1353.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_5201","spy_9473","0.9166666666666666",,"true colours","true colors","true colours","true colors","0.9166666666666666","0.9166666666666666","10.0",,"10.0",,"0.4166666666666667","0.0","10.0",,"10.0",,"0.8","0.0","2059.0",,"2059.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_33762","spy_7036","0.375",,"rexology","reckless","rexology","reckless","0.375","0.375","10.0",,"10.0",,"0.2","0.0","10.0",,"10.0",,"0.4","0.0","2320.0",,"2320.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_13694","spy_17787","0.2857142857142857",,"delilah","descará","delilah","descará","0.2857142857142857","0.2857142857142857","10.0",,"10.0",,"0.4166666666666667","0.0","10.0",,"10.0",,"0.8","0.0","1933.0",,"1933.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_19416","spy_5957","0.4444444444444444",,"priorität","prodotto","priorität","prodotto","0.4444444444444444","0.4444444444444444","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","1651.0",,"1651.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_16913","spy_6681","0.33333333333333337",,"earwig","easy","earwig","easy","0.33333333333333337","0.33333333333333337","10.0",,"10.0",,"0.3333333333333333","0.0","10.0",,"10.0",,"0.5","0.0","2009.0",,"2009.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_20486","spy_11458","1.0",,"escape","escape","escape","escape","1.0","1.0","10.0",,"10.0",,"0.05","0.0","10.0",,"10.0",,"0.09999999999999998","0.0","2341.0",,"2341.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_20956","spy_15029","0.25",,"carousel","cantaré","carousel","cantaré","0.25","0.25","10.0",,"10.0",,"0.4166666666666667","0.0","10.0",,"10.0",,"0.8","0.0","2376.0",,"2376.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_41261","spy_17379","0.5",,"diva","dividi","diva","dividi","0.5","0.5","10.0",,"10.0",,"0.3125","0.0","10.0",,"10.0",,"0.4","0.0","2300.0",,"2300.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_28375","spy_14238","1.4285714285714286",,"lover","lo'real","lover","lo'real","0.4285714285714286","0.4285714285714286","1.0",,"1.0",,"1.0","1.0","1.0",,"1.0",,"1.0","1.0","0.0",,"0.0",,"0.0","0.0"
"LinearCombinationMatchingRule","WDC_2527","spy_14396","0.24",,"i love you baby","i love you all the time (play it forward campaign)","i love you baby","i love you all the time (play it forward campaign)","0.24","0.24","10.0",,"10.0",,"0.3125","0.0","10.0",,"10.0",,"0.4","0.0","2058.0",,"2058.0",,"0.0","0.0"
