"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] AlbumTitleComparatorLevenshteinLowerCase record1Value","[0] AlbumTitleComparatorLevenshteinLowerCase record2Value","[0] AlbumTitleComparatorLevenshteinLowerCase record1PreprocessedValue","[0] AlbumTitleComparatorLevenshteinLowerCase record2PreprocessedValue","[0] AlbumTitleComparatorLevenshteinLowerCase similarity","[0] AlbumTitleComparatorLevenshteinLowerCase postproccesedSimilarity"
"LinearCombinationMatchingRule","WDC_42045","MB_12639","0.41025641025641024",,"live at the record plant","live at the 1972 monterey jazz festival","live at the record plant","live at the 1972 monterey jazz festival","0.41025641025641024","0.41025641025641024"
"LinearCombinationMatchingRule","WDC_18035","MB_51043","0.4285714285714286",,"rituals","ripple","rituals","ripple","0.4285714285714286","0.4285714285714286"
"LinearCombinationMatchingRule","WDC_45162","MB_13840","0.19999999999999996",,"assasins","astroworld","assasins","astroworld","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_17115","MB_19559","0.4418604651162791",,"the very best of jethro tull","the very best of don gardner & dee dee ford","the very best of jethro tull","the very best of don gardner & dee dee ford","0.4418604651162791","0.4418604651162791"
"LinearCombinationMatchingRule","WDC_24490","MB_44158","0.33333333333333337",,"bandolero","bazar","bandolero","bazar","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_33932","MB_8109","0.375",,"polaroid","poison","polaroid","poison","0.375","0.375"
"LinearCombinationMatchingRule","WDC_40589","MB_54003","0.4",,"flags","fly","flags","fly","0.4","0.4"
"LinearCombinationMatchingRule","WDC_21984","MB_61614","0.30000000000000004",,"bacdafucup","ballads","bacdafucup","ballads","0.30000000000000004","0.30000000000000004"
"LinearCombinationMatchingRule","WDC_31982","MB_55201","0.4",,"vibrations","visitor","vibrations","visitor","0.4","0.4"
"LinearCombinationMatchingRule","WDC_4747","MB_13627","0.5",,"angel","anniemal","angel","anniemal","0.5","0.5"
"LinearCombinationMatchingRule","WDC_26180","MB_63617","0.4",,"liederbuch","liberté","liederbuch","liberté","0.4","0.4"
"LinearCombinationMatchingRule","WDC_35857","MB_34476","0.19999999999999996",,"challenger","chiquitita","challenger","chiquitita","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_26180","MB_63618","0.4",,"liederbuch","liberté","liederbuch","liberté","0.4","0.4"
"LinearCombinationMatchingRule","WDC_44722","MB_62754","0.19999999999999996",,"sandmann","sainte‐victoire","sandmann","sainte‐victoire","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_5265","MB_58835","0.5714285714285714",,"sarala","samsaya","sarala","samsaya","0.5714285714285714","0.5714285714285714"
"LinearCombinationMatchingRule","WDC_13240","MB_73996","0.33333333333333337",,"duniya","due","duniya","due","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_25926","MB_67412","0.2727272727272727",,"renegade","reflections","renegade","reflections","0.2727272727272727","0.2727272727272727"
"LinearCombinationMatchingRule","WDC_23435","MB_60643","0.4385964912280702",,"the very best of sting and the police","the very best of the righteous brothers: unchained melody","the very best of sting and the police","the very best of the righteous brothers: unchained melody","0.4385964912280702","0.4385964912280702"
"LinearCombinationMatchingRule","WDC_29116","MB_64287","0.40816326530612246",,"the best of nelly furtado (international version)","the best of south america 1993","the best of nelly furtado (international version)","the best of south america 1993","0.40816326530612246","0.40816326530612246"
"LinearCombinationMatchingRule","WDC_26479","MB_61514","0.18181818181818177",,"strangeland","sticky","strangeland","sticky","0.18181818181818177","0.18181818181818177"
"LinearCombinationMatchingRule","WDC_17356","MB_31084","0.4",,"games","gangstress","games","gangstress","0.4","0.4"
"LinearCombinationMatchingRule","WDC_25762","MB_66060","0.7333333333333334",,"the very best of canned heat","the very best of suzanne ciani","the very best of canned heat","the very best of suzanne ciani","0.7333333333333334","0.7333333333333334"
"LinearCombinationMatchingRule","WDC_21387","MB_53751","0.25",,"mattolaituri","mareridt","mattolaituri","mareridt","0.25","0.25"
"LinearCombinationMatchingRule","WDC_17250","MB_50468","0.75",,"hypnotisiert","hypnotise","hypnotisiert","hypnotise","0.75","0.75"
"LinearCombinationMatchingRule","WDC_19450","MB_9280","0.33333333333333337",,"blinded","bloodsoul","blinded","bloodsoul","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_12042","MB_2164","0.33333333333333337",,"protostar","preacher","protostar","preacher","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_5350","MB_28536","0.5714285714285714",,"intuit","intruso","intuit","intruso","0.5714285714285714","0.5714285714285714"
"LinearCombinationMatchingRule","WDC_15726","MB_52829","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_30019","MB_8411","0.6333333333333333",,"the very best of roberta flack","the very best of dalida","the very best of roberta flack","the very best of dalida","0.6333333333333333","0.6333333333333333"
"LinearCombinationMatchingRule","WDC_6169","MB_73244","0.25",,"voyageur","vox","voyageur","vox","0.25","0.25"
"LinearCombinationMatchingRule","WDC_44137","MB_49892","0.30000000000000004",,"resurgence","recess","resurgence","recess","0.30000000000000004","0.30000000000000004"
"LinearCombinationMatchingRule","WDC_26356","MB_48026","0.3846153846153846",,"live at the wireless, 1978 - studio 221","live at the fillmore","live at the wireless, 1978 - studio 221","live at the fillmore","0.3846153846153846","0.3846153846153846"
"LinearCombinationMatchingRule","WDC_18338","MB_28083","0.125",,"mala","matter-energy-time-space","mala","matter-energy-time-space","0.125","0.125"
"LinearCombinationMatchingRule","WDC_40821","MB_12056","0.4285714285714286",,"jumpin'","julio","jumpin'","julio","0.4285714285714286","0.4285714285714286"
"LinearCombinationMatchingRule","WDC_40386","MB_74786","0.375",,"cocaine","contacto","cocaine","contacto","0.375","0.375"
"LinearCombinationMatchingRule","WDC_8402","MB_15409","0.4",,"uncritical","unity","uncritical","unity","0.4","0.4"
"LinearCombinationMatchingRule","WDC_6695","MB_12642","0.5277777777777778",,"the very best of the grateful dead","the very best of cannonball adderley","the very best of the grateful dead","the very best of cannonball adderley","0.5277777777777778","0.5277777777777778"
"LinearCombinationMatchingRule","WDC_40743","MB_61848","0.33333333333333337",,"shapeshifter","shleep","shapeshifter","shleep","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_5281","MB_8743","0.5",,"magnolia","magic","magnolia","magic","0.5","0.5"
"LinearCombinationMatchingRule","WDC_9146","MB_19302","0.8421052631578947",,"the very best of","the very best of...","the very best of","the very best of...","0.8421052631578947","0.8421052631578947"
"LinearCombinationMatchingRule","WDC_22903","MB_27215","0.25",,"bitchin'","birds","bitchin'","birds","0.25","0.25"
"LinearCombinationMatchingRule","WDC_42463","MB_3122","0.16666666666666663",,"retox","reminiscence","retox","reminiscence","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","WDC_19030","MB_62600","0.25",,"angst","anomalie","angst","anomalie","0.25","0.25"
"LinearCombinationMatchingRule","WDC_4721","MB_57405","0.36363636363636365",,"rendez-vous","reflection","rendez-vous","reflection","0.36363636363636365","0.36363636363636365"
"LinearCombinationMatchingRule","WDC_44682","MB_35431","0.30000000000000004",,"freeloaded","fragile","freeloaded","fragile","0.30000000000000004","0.30000000000000004"
"LinearCombinationMatchingRule","WDC_30633","MB_72850","0.2857142857142857",,"drukqs","dracula","drukqs","dracula","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_3278","MB_53619","0.43243243243243246",,"the very best of sting and the police","the very best of","the very best of sting and the police","the very best of","0.43243243243243246","0.43243243243243246"
"LinearCombinationMatchingRule","WDC_26415","MB_60762","0.33333333333333337",,"heretics","heartbreaker","heretics","heartbreaker","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_4918","MB_56640","0.5",,"makara","maría","makara","maría","0.5","0.5"
"LinearCombinationMatchingRule","WDC_22245","MB_18091","0.19999999999999996",,"collection","conga!","collection","conga!","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_4851","MB_11319","0.5",,"true","troubles","true","troubles","0.5","0.5"
"LinearCombinationMatchingRule","WDC_44156","MB_63371","0.30000000000000004",,"lachrymose","labirin","lachrymose","labirin","0.30000000000000004","0.30000000000000004"
"LinearCombinationMatchingRule","WDC_38316","MB_1036","0.64",,"live in europe '90 (live)","live in europe 1975","live in europe '90 (live)","live in europe 1975","0.64","0.64"
"LinearCombinationMatchingRule","WDC_15056","MB_13039","0.8",,"live!","live","live!","live","0.8","0.8"
"LinearCombinationMatchingRule","WDC_15056","MB_39649","0.2727272727272727",,"live!","lippenstift","live!","lippenstift","0.2727272727272727","0.2727272727272727"
"LinearCombinationMatchingRule","WDC_29162","MB_9857","0.2727272727272727",,"outbound.4","outtathaway","outbound.4","outtathaway","0.2727272727272727","0.2727272727272727"
"LinearCombinationMatchingRule","WDC_5396","MB_72665","0.25",,"crush","creation","crush","creation","0.25","0.25"
"LinearCombinationMatchingRule","WDC_1840","MB_16399","0.5",,"strike","stuck","strike","stuck","0.5","0.5"
"LinearCombinationMatchingRule","WDC_1135","MB_18092","0.368421052631579",,"the best of... so far","the best of desi arnaz: the mambo king","the best of... so far","the best of desi arnaz: the mambo king","0.368421052631579","0.368421052631579"
"LinearCombinationMatchingRule","WDC_21581","MB_48977","0.33333333333333337",,"moonchild","molly","moonchild","molly","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_14435","MB_44331","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_42680","MB_70527","0.2222222222222222",,"midnight","mittelweg","midnight","mittelweg","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_2841","MB_52309","0.6",,"collective","collezione","collective","collezione","0.6","0.6"
"LinearCombinationMatchingRule","WDC_4819","MB_63943","0.3076923076923077",,"the best of bardot","the best of chris rea: new light through old windows","the best of bardot","the best of chris rea: new light through old windows","0.3076923076923077","0.3076923076923077"
"LinearCombinationMatchingRule","WDC_29598","MB_7610","0.4444444444444444",,"voicemail","vorbei","voicemail","vorbei","0.4444444444444444","0.4444444444444444"
"LinearCombinationMatchingRule","WDC_6910","MB_40255","0.5",,"dekadens","deadpan","dekadens","deadpan","0.5","0.5"
"LinearCombinationMatchingRule","WDC_45157","MB_11670","0.33333333333333337",,"southside","soul!","southside","soul!","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_39484","MB_33449","0.18181818181818177",,"silhouettes","sing","silhouettes","sing","0.18181818181818177","0.18181818181818177"
"LinearCombinationMatchingRule","WDC_32359","MB_55519","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_32359","MB_55518","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_23129","MB_9836","0.19999999999999996",,"revelation","remixes","revelation","remixes","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_24280","MB_60064","0.4444444444444444",,"primavera","promises","primavera","promises","0.4444444444444444","0.4444444444444444"
"LinearCombinationMatchingRule","WDC_13441","MB_59100","0.2857142857142857",,"flyhigh","flood","flyhigh","flood","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_5062","MB_38180","0.7777777777777778",,"eurodance","eurodans","eurodance","eurodans","0.7777777777777778","0.7777777777777778"
"LinearCombinationMatchingRule","WDC_23681","MB_68700","0.375",,"imagine","imperiet","imagine","imperiet","0.375","0.375"
"LinearCombinationMatchingRule","WDC_11148","MB_68100","0.23076923076923073",,"solas","somethingness","solas","somethingness","0.23076923076923073","0.23076923076923073"
"LinearCombinationMatchingRule","WDC_23177","MB_45203","1.0",,"freak","freak","freak","freak","1.0","1.0"
"LinearCombinationMatchingRule","WDC_44203","MB_29013","0.375",,"stuntman","streams","stuntman","streams","0.375","0.375"
"LinearCombinationMatchingRule","WDC_17552","MB_52930","0.2222222222222222",,"solala","souvenirs","solala","souvenirs","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_40060","MB_76611","0.18181818181818177",,"mend","mesopotamia","mend","mesopotamia","0.18181818181818177","0.18181818181818177"
"LinearCombinationMatchingRule","WDC_20473","MB_16465","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_6585","MB_21251","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_37040","MB_34180","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_38111","MB_70684","0.2857142857142857",,"relieve","red","relieve","red","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_13284","MB_17598","0.4444444444444444",,"versatile","versus","versatile","versus","0.4444444444444444","0.4444444444444444"
"LinearCombinationMatchingRule","WDC_25857","MB_66149","0.25",,"carousel","cadillac","carousel","cadillac","0.25","0.25"
"LinearCombinationMatchingRule","WDC_4695","MB_57360","1.0",,"mirror of madness","mirror of madness","mirror of madness","mirror of madness","1.0","1.0"
"LinearCombinationMatchingRule","WDC_18422","MB_59751","0.4",,"progress","proscenium","progress","proscenium","0.4","0.4"
"LinearCombinationMatchingRule","WDC_27873","MB_23849","0.36363636363636365",,"contact","collections","contact","collections","0.36363636363636365","0.36363636363636365"
"LinearCombinationMatchingRule","WDC_32514","MB_9304","0.6",,"the best of talking heads","the best of christmas","the best of talking heads","the best of christmas","0.6","0.6"
"LinearCombinationMatchingRule","WDC_33999","MB_37462","0.33333333333333337",,"ligaya","lightning","ligaya","lightning","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_9121","MB_41623","0.5882352941176471",,"love is a rainbow","love is a journey","love is a rainbow","love is a journey","0.5882352941176471","0.5882352941176471"
"LinearCombinationMatchingRule","WDC_17463","MB_55361","0.4",,"intro","inventions","intro","inventions","0.4","0.4"
"LinearCombinationMatchingRule","WDC_7844","MB_79650","0.25",,"scenescof","schizophonic","scenescof","schizophonic","0.25","0.25"
"LinearCombinationMatchingRule","WDC_29389","MB_73870","0.33333333333333337",,"sing","sissel","sing","sissel","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_40514","MB_56880","0.4",,"reborn","resolution","reborn","resolution","0.4","0.4"
"LinearCombinationMatchingRule","WDC_27406","MB_72667","0.5",,"smilewound","smile","smilewound","smile","0.5","0.5"
"LinearCombinationMatchingRule","WDC_32188","MB_60578","0.5",,"the best of vol. i","the best of strange cargos","the best of vol. i","the best of strange cargos","0.5","0.5"
"LinearCombinationMatchingRule","WDC_28068","MB_68711","0.19999999999999996",,"flytipping","flawless","flytipping","flawless","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_39336","MB_72655","0.56",,"the best of patti austin","the best of the yardbirds","the best of patti austin","the best of the yardbirds","0.56","0.56"
"LinearCombinationMatchingRule","WDC_19539","MB_63476","0.25",,"conversation","cosmopolitan","conversation","cosmopolitan","0.25","0.25"
"LinearCombinationMatchingRule","WDC_31095","MB_9280","0.2222222222222222",,"black","bloodsoul","black","bloodsoul","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_4159","MB_36013","0.375",,"levitate","legacy","levitate","legacy","0.375","0.375"
"LinearCombinationMatchingRule","WDC_15911","MB_18875","1.0",,"best of","best of","best of","best of","1.0","1.0"
"LinearCombinationMatchingRule","WDC_38042","MB_47929","0.16666666666666663",,"home_changed","howl","home_changed","howl","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","WDC_33058","MB_27936","0.2857142857142857",,"animal","antares","animal","antares","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_11971","MB_42339","0.30000000000000004",,"collection","coño","collection","coño","0.30000000000000004","0.30000000000000004"
"LinearCombinationMatchingRule","WDC_18717","MB_80059","0.375",,"relieve","revelate","relieve","revelate","0.375","0.375"
"LinearCombinationMatchingRule","WDC_8218","MB_1953","0.4",,"titan","time","titan","time","0.4","0.4"
"LinearCombinationMatchingRule","WDC_39168","MB_41721","0.19999999999999996",,"supersaw","suficiente","supersaw","suficiente","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_1634","MB_54077","0.25",,"spirits","spektrum","spirits","spektrum","0.25","0.25"
"LinearCombinationMatchingRule","WDC_8866","MB_54994","0.25",,"universalis","undiscovered","universalis","undiscovered","0.25","0.25"
"LinearCombinationMatchingRule","WDC_37245","MB_7265","0.2558139534883721",,"the best of nelly furtado (spanish version)","the best of","the best of nelly furtado (spanish version)","the best of","0.2558139534883721","0.2558139534883721"
"LinearCombinationMatchingRule","WDC_35857","MB_48719","0.5",,"challenger","charlie","challenger","charlie","0.5","0.5"
"LinearCombinationMatchingRule","WDC_42153","MB_64047","0.6086956521739131",,"the best of jigs","the best of 3 dog night","the best of jigs","the best of 3 dog night","0.6086956521739131","0.6086956521739131"
"LinearCombinationMatchingRule","WDC_38023","MB_37394","0.16666666666666663",,"introduction","inna","introduction","inna","0.16666666666666663","0.16666666666666663"
"LinearCombinationMatchingRule","WDC_36288","MB_79310","0.2142857142857143",,"head","herzensmelodie","head","herzensmelodie","0.2142857142857143","0.2142857142857143"
"LinearCombinationMatchingRule","WDC_1742","MB_39008","0.19999999999999996",,"rehearsals","rev","rehearsals","rev","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_4395","MB_15446","0.5",,"guidelines","guidance","guidelines","guidance","0.5","0.5"
"LinearCombinationMatchingRule","WDC_42149","MB_74818","0.4545454545454546",,"collections","cocoon","collections","cocoon","0.4545454545454546","0.4545454545454546"
"LinearCombinationMatchingRule","WDC_42265","MB_7509","0.41666666666666663",,"alphabetical","alopecia","alphabetical","alopecia","0.41666666666666663","0.41666666666666663"
"LinearCombinationMatchingRule","WDC_12042","MB_62197","0.33333333333333337",,"protostar","prada","protostar","prada","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_31499","MB_13590","0.4",,"live!","lit","live!","lit","0.4","0.4"
"LinearCombinationMatchingRule","WDC_33874","MB_74262","0.25",,"boomboom","body","boomboom","body","0.25","0.25"
"LinearCombinationMatchingRule","WDC_20041","MB_59976","0.375",,"manifest","masta","manifest","masta","0.375","0.375"
"LinearCombinationMatchingRule","WDC_12962","MB_14801","0.33333333333333337",,"rearrange","repleased","rearrange","repleased","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_21844","MB_10565","0.38235294117647056",,"the best of joss stone 2003 - 2009","the best of me","the best of joss stone 2003 - 2009","the best of me","0.38235294117647056","0.38235294117647056"
"LinearCombinationMatchingRule","WDC_19386","MB_76388","0.33333333333333337",,"christmas","child","christmas","child","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_4213","MB_71979","0.33333333333333337",,"first","firedance","first","firedance","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_40960","MB_53205","0.5",,"discovery","disconnected","discovery","disconnected","0.5","0.5"
"LinearCombinationMatchingRule","WDC_33140","MB_58759","0.2727272727272727",,"bertilation","beauty","bertilation","beauty","0.2727272727272727","0.2727272727272727"
"LinearCombinationMatchingRule","WDC_43220","MB_73797","0.2222222222222222",,"fantastic","family","fantastic","family","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_2016","MB_40735","0.33333333333333337",,"colpevole","coral","colpevole","coral","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_40029","MB_41533","0.375",,"naive","nalguita","naive","nalguita","0.375","0.375"
"LinearCombinationMatchingRule","WDC_21543","MB_932","0.36363636363636365",,"realization","reasons","realization","reasons","0.36363636363636365","0.36363636363636365"
"LinearCombinationMatchingRule","WDC_42809","MB_11111","0.40909090909090906",,"the best of ivory joe hunter, vol. 2","the best of the crew cuts: the mercury years","the best of ivory joe hunter, vol. 2","the best of the crew cuts: the mercury years","0.40909090909090906","0.40909090909090906"
"LinearCombinationMatchingRule","WDC_38592","MB_55721","0.4444444444444444",,"sunflower","surrender","sunflower","surrender","0.4444444444444444","0.4444444444444444"
"LinearCombinationMatchingRule","WDC_36737","MB_59328","0.4285714285714286",,"sauvage","saga","sauvage","saga","0.4285714285714286","0.4285714285714286"
"LinearCombinationMatchingRule","WDC_39855","MB_53417","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_15410","MB_70805","0.33333333333333337",,"mantra","maxeen","mantra","maxeen","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_23526","MB_45822","0.4285714285714286",,"caín","caravan","caín","caravan","0.4285714285714286","0.4285714285714286"
"LinearCombinationMatchingRule","WDC_35115","MB_72984","0.375",,"reworked","relieve","reworked","relieve","0.375","0.375"
"LinearCombinationMatchingRule","WDC_2498","MB_38495","0.5416666666666667",,"the best of bobby rydell","the best of rod stewart","the best of bobby rydell","the best of rod stewart","0.5416666666666667","0.5416666666666667"
"LinearCombinationMatchingRule","WDC_5765","MB_24372","0.4545454545454546",,"broomientje","breathe","broomientje","breathe","0.4545454545454546","0.4545454545454546"
"LinearCombinationMatchingRule","WDC_25970","MB_77390","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_36917","MB_41788","0.47058823529411764",,"the best of diane schuur","the best of gerry & the pacemakers","the best of diane schuur","the best of gerry & the pacemakers","0.47058823529411764","0.47058823529411764"
"LinearCombinationMatchingRule","WDC_9356","MB_67348","0.2222222222222222",,"orchestra","oroszlán","orchestra","oroszlán","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_6402","MB_64184","0.40909090909090906",,"the best of 50s english artists: chuck berry","the best of booker t and the mg’s","the best of 50s english artists: chuck berry","the best of booker t and the mg’s","0.40909090909090906","0.40909090909090906"
"LinearCombinationMatchingRule","WDC_8917","MB_72231","0.4",,"anti","angst","anti","angst","0.4","0.4"
"LinearCombinationMatchingRule","WDC_23422","MB_71793","0.375",,"compass","cocktail","compass","cocktail","0.375","0.375"
"LinearCombinationMatchingRule","WDC_18957","MB_18787","0.25",,"honey","horizons","honey","horizons","0.25","0.25"
"LinearCombinationMatchingRule","WDC_23660","MB_74039","0.5217391304347826",,"don't give up","don’t give up (on love)","don't give up","don’t give up (on love)","0.5217391304347826","0.5217391304347826"
"LinearCombinationMatchingRule","WDC_41577","MB_72147","0.5333333333333333",,"we are the light (the remixes)","we are the light","we are the light (the remixes)","we are the light","0.5333333333333333","0.5333333333333333"
"LinearCombinationMatchingRule","WDC_14176","MB_2591","0.33333333333333337",,"compton","connected","compton","connected","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_17461","MB_52839","0.5833333333333333",,"the best of the count basie big band","the best of the power station","the best of the count basie big band","the best of the power station","0.5833333333333333","0.5833333333333333"
"LinearCombinationMatchingRule","WDC_33131","MB_7440","0.37142857142857144",,"windows in the jungle (re-presents)","willow in the wind","windows in the jungle (re-presents)","willow in the wind","0.37142857142857144","0.37142857142857144"
"LinearCombinationMatchingRule","WDC_15216","MB_24366","0.33333333333333337",,"ma","mayday","ma","mayday","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_19898","MB_20751","0.43333333333333335",,"the best of the staple singers","the beat of our decay","the best of the staple singers","the beat of our decay","0.43333333333333335","0.43333333333333335"
"LinearCombinationMatchingRule","WDC_39843","MB_14309","0.2857142857142857",,"red","remixes","red","remixes","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_21758","MB_4122","0.5",,"everything","everyd4y","everything","everyd4y","0.5","0.5"
"LinearCombinationMatchingRule","WDC_24222","MB_44146","0.33333333333333337",,"sunshine","surrender","sunshine","surrender","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_18793","MB_64847","1.0",,"forces of victory","forces of victory","forces of victory","forces of victory","1.0","1.0"
"LinearCombinationMatchingRule","WDC_2665","MB_38670","0.19999999999999996",,"footlights","forever","footlights","forever","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_5380","MB_34528","0.19999999999999996",,"stonehenge","stylish","stonehenge","stylish","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","WDC_24539","MB_66236","0.2222222222222222",,"moussolou","monkeyman","moussolou","monkeyman","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_19236","MB_17532","0.6",,"imagine","impaciente","imagine","impaciente","0.6","0.6"
"LinearCombinationMatchingRule","WDC_22911","MB_38370","0.2222222222222222",,"patience","parallels","patience","parallels","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_5434","MB_1810","0.36363636363636365",,"strangeland","staying","strangeland","staying","0.36363636363636365","0.36363636363636365"
"LinearCombinationMatchingRule","WDC_40676","MB_60578","0.40476190476190477",,"the best of 50s english artists: sam cooke","the best of strange cargos","the best of 50s english artists: sam cooke","the best of strange cargos","0.40476190476190477","0.40476190476190477"
"LinearCombinationMatchingRule","WDC_31856","MB_41928","0.2222222222222222",,"dembow","decadence","dembow","decadence","0.2222222222222222","0.2222222222222222"
"LinearCombinationMatchingRule","WDC_5982","MB_28902","0.375",,"supersaw","sultan","supersaw","sultan","0.375","0.375"
"LinearCombinationMatchingRule","WDC_22185","MB_32577","0.4",,"daddy","damn","daddy","damn","0.4","0.4"
"LinearCombinationMatchingRule","WDC_7253","MB_13251","0.6111111111111112",,"the best of shaggy","the best of","the best of shaggy","the best of","0.6111111111111112","0.6111111111111112"
"LinearCombinationMatchingRule","WDC_23114","MB_60578","0.40476190476190477",,"the best of westside connection (explicit)","the best of strange cargos","the best of westside connection (explicit)","the best of strange cargos","0.40476190476190477","0.40476190476190477"
"LinearCombinationMatchingRule","WDC_10649","MB_21618","0.2857142857142857",,"shotgun","shine","shotgun","shine","0.2857142857142857","0.2857142857142857"
"LinearCombinationMatchingRule","WDC_37150","MB_58466","0.5333333333333333",,"the best of the first 10 years","the best of tommy steele","the best of the first 10 years","the best of tommy steele","0.5333333333333333","0.5333333333333333"
"LinearCombinationMatchingRule","WDC_18721","MB_43388","0.33333333333333337",,"questions","queensway","questions","queensway","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_38048","MB_34624","0.4444444444444444",,"sunbreeze","surrender","sunbreeze","surrender","0.4444444444444444","0.4444444444444444"
"LinearCombinationMatchingRule","WDC_1901","MB_51823","0.33333333333333337",,"dinero","dip","dinero","dip","0.33333333333333337","0.33333333333333337"
"LinearCombinationMatchingRule","WDC_5266","MB_12616","0.375",,"adelante","adam","adelante","adam","0.375","0.375"
"LinearCombinationMatchingRule","WDC_9635","MB_34991","0.5476190476190477",,"the very best of stan freberg","the very best of the brothers four renewal","the very best of stan freberg","the very best of the brothers four renewal","0.5476190476190477","0.5476190476190477"
"LinearCombinationMatchingRule","WDC_7417","MB_62445","0.375",,"wait","warriors","wait","warriors","0.375","0.375"
"LinearCombinationMatchingRule","WDC_4694","MB_47436","0.8",,"live!","live","live!","live","0.8","0.8"
"LinearCombinationMatchingRule","WDC_9331","MB_74995","0.5833333333333333",,"repetition","repercussion","repetition","repercussion","0.5833333333333333","0.5833333333333333"
"LinearCombinationMatchingRule","WDC_8450","MB_7827","1.0",,"greatest hits","greatest hits","greatest hits","greatest hits","1.0","1.0"
"LinearCombinationMatchingRule","WDC_18871","MB_36723","0.4423076923076923",,"the best of peter, paul and mary: ten years together","the best of: that was only yesterday","the best of peter, paul and mary: ten years together","the best of: that was only yesterday","0.4423076923076923","0.4423076923076923"
